season,play_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,is_quarter_end,drive,is_scoring_play,qtr,down,is_goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,is_shotgun,is_no_huddle,is_qb_dropback,is_qb_kneel,is_qb_spike,is_qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,is_timeout,timeout_team,td_team,td_player_name,td_player_id,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,is_4th_and_12_onside_play,is_punt_blocked,is_first_down_rush,is_first_down_pass,is_first_down_penalty,is_third_down_converted,is_third_down_failed,is_fourth_down_converted,is_fourth_down_failed,is_incomplete_pass,is_touchback,is_interception,is_punt_inside_twenty,is_punt_in_endzone,is_punt_out_of_bounds,is_punt_downed,is_punt_fair_catch,is_kickoff_inside_twenty,is_kickoff_in_endzone,is_kickoff_out_of_bounds,is_kickoff_downed,is_kickoff_fair_catch,is_fumble_forced,is_fumble_not_forced,is_fumble_out_of_bounds,is_solo_tackle,is_safety,is_penalty,is_tackled_for_loss,is_fumble_lost,is_own_kickoff_recovery,is_own_kickoff_recovery_td,is_qb_hit,is_rush_attempt,is_pass_attempt,is_sack,is_touchdown,is_pass_touchdown,is_rush_touchdown,is_return_touchdown,is_extra_point_attempt,is_one_point_attempt,is_one_point_attempt_success,is_two_point_attempt,is_two_point_attempt_success,is_three_point_attempt,is_three_point_attempt_success,is_field_goal_attempt,is_kickoff_attempt,is_punt_attempt,is_fumble,is_complete_pass,is_assist_tackle,is_lateral_reception,is_lateral_rush,is_lateral_return,is_lateral_recovery,passer_player_id,passer_player_name,passing_yards,receiver_player_id,receiver_player_name,receiving_yards,rusher_player_id,rusher_player_name,rushing_yards,lateral_receiver_player_id,lateral_receiver_player_name,lateral_receiving_yards,lateral_rusher_player_id,lateral_rusher_player_name,lateral_rushing_yards,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,long_snapper_player_id,long_snapper_player_name,holder_player_id,holder_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,tackle_with_assist,tackle_with_assist_1_player_id,tackle_with_assist_1_player_name,tackle_with_assist_1_team,tackle_with_assist_2_player_id,tackle_with_assist_2_player_name,tackle_with_assist_2_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,sack_player_id,sack_player_name,half_sack_1_player_id,half_sack_1_player_name,half_sack_2_player_id,half_sack_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,is_defensive_two_point_attempt,is_defensive_two_point_conv,is_defensive_extra_point_attempt,is_defensive_extra_point_conv,safety_player_name,safety_player_id,extra_point_player_id,extra_point_player_name,series,series_success,series_result,start_time,time_of_day,stadium,weather,special_teams_play,st_play_type,end_yard_line,game_stadium,aborted_play,success,is_out_of_bounds,forced_fumble_player_1_play,is_4pt_field_goal_attempt,is_fumbled_forced,is_fumbled_out_of_bounds,last_updated
2026,1,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,LOU,home,BHM,BHM,30,2026-03-28,900,1800,3600,Half1,False,1,False,1,0,False,15:00,BHM30,0,0,"J.Garibay kicks 55 yards from BHM 30 to the LOU 15. J.Shirden returns the kickoff. Tackled by J.Tillery, I.Green-May at LOU 32.",,0,False,False,False,False,False,False,,,,,,,,55,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,J.Shirden,,,,,,J.Garibay,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J.Tillery, I.Green-May",,,J.Tillery,,, I.Green-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,2,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,LOU,home,BHM,LOU,68,2026-03-28,896,1796,3596,Half1,False,1,False,1,0,False,14:56,LOU32,0,0,"B.Snell rushed left guard for 1 yards. Tackled by T.Norwood, T.Crowder at LOU 33.",,1,False,False,False,False,False,False,,,,,left,guard,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,B.Snell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T.Norwood, T.Crowder",,,T.Norwood,,, T.Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,3,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,LOU,home,BHM,LOU,67,2026-03-28,863,1763,3563,Half1,False,1,False,1,0,False,14:23,LOU33,0,0,J.Bean rushed left end for 10 yards. Pushed out of bounds by A.Cook at LOU 43.,,10,False,False,False,False,False,False,,,,,left,end,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,J.Bean,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,True,,,,,2026-05-31T02:56:08.112599+00:00
2026,4,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,LOU,home,BHM,LOU,57,2026-03-28,826,1726,3526,Half1,False,1,False,1,0,False,13:46,LOU43,0,0,J.Bean steps back to pass. Pass incomplete short right intended for B.Snell.,,0,False,False,False,False,False,False,short,right,,,,,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,J.Bean,,,B.Snell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,5,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,LOU,home,BHM,LOU,57,2026-03-28,792,1692,3492,Half1,False,1,False,1,0,False,13:12,LOU43,0,0,"B.Snell rushed right tackle for 2 yards. Tackled by T.Norwood, A.Bledsoe at LOU 45.",,2,False,False,False,False,False,False,,,,,right,tackle,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,B.Snell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T.Norwood, A.Bledsoe",,,T.Norwood,,, A.Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,6,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,LOU,home,BHM,LOU,55,2026-03-28,751,1651,3451,Half1,False,1,False,1,0,False,12:31,LOU45,0,0,J.Bean pass short left INTERCEPTED at LOU 44. Intercepted by D.Johnson at LOU 44. Tackled by Z.Davidson at LOU 43.,,0,False,False,False,False,False,False,short,left,,,,,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,J.Bean,,,,,,,,,,,,,,,,,D.Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z.Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHM,1,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,7,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,BHM,away,LOU,LOU,43,2026-03-28,743,1643,3443,Half1,False,2,False,1,0,False,12:23,LOU43,0,0,"S.Conner rushed right tackle for 1 yards. Tackled by K.Robinson, N.Kubitz at LOU 42.",,1,False,False,False,False,False,False,,,,,right,tackle,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,S.Conner,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K.Robinson, N.Kubitz",,,K.Robinson,,, N.Kubitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,8,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,BHM,away,LOU,LOU,42,2026-03-28,709,1609,3409,Half1,False,2,False,1,0,False,11:49,LOU42,0,0,"PENALTY on BHM-D.Cain, False Start, 5 yards, accepted. No Play.",,0,False,False,False,False,False,False,,,,,,,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHM,,D.Cain,5,,,False Start,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,10,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,BHM,away,LOU,LOU,47,2026-03-28,697,1597,3397,Half1,False,2,False,1,0,False,11:37,LOU47,0,0,M.Corral pass deep middle complete. Catch made by J.Mickens for 28 yards. Tackled by N.Kubitz at LOU 19.,,28,False,False,False,False,False,False,deep,middle,,,,,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,M.Corral,28,,J.Mickens,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.Kubitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
2026,11,2026_01_BHM_LOU,LOU,BHM,REGULAR SEASON,1,BHM,away,LOU,LOU,19,2026-03-28,655,1555,3355,Half1,False,2,False,1,0,False,10:55,LOU19,0,0,A.McFarland rushed right guard for 0 yards. Tackled by N.Kubitz at LOU 19.,,0,False,False,False,False,False,False,,,,,right,guard,,,,,3,3,False,,,,,3,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,A.McFarland,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.Kubitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,00:00:00,,,,False,,,,False,False,False,,,,,2026-05-31T02:56:08.112599+00:00
